machine_id,shift_date,shift,planned_time_mins,actual_run_time_mins,good_units,total_units,downtime_mins,downtime_reason,availability,quality,oee
M08,2025-05-20,Night,480,337,728,736,143,Mechanical Failure,0.7021,0.9891,0.6944
M01,2025-05-21,Night,480,405,746,917,75,Planned Maintenance,0.8438,0.8135,0.6864
M02,2025-05-21,Day,480,458,754,903,22,Quality Check Hold,0.9542,0.835,0.7968
M02,2025-05-21,Night,480,339,670,738,141,Planned Maintenance,0.7062,0.9079,0.6412
M03,2025-05-21,Day,480,361,700,708,119,Planned Maintenance,0.7521,0.9887,0.7436
M03,2025-05-21,Night,480,450,581,775,30,Material Shortage,0.9375,0.7497,0.7028
M04,2025-05-21,Day,480,368,694,776,112,None,0.7667,0.8943,0.6857
M04,2025-05-21,Night,480,416,546,729,64,Planned Maintenance,0.8667,0.749,0.6492
M05,2025-05-21,Day,480,374,667,674,106,None,0.7792,0.9896,0.7711
M05,2025-05-21,Night,480,453,595,770,27,Electrical Fault,0.9438,0.7727,0.7293
M06,2025-05-21,Day,480,408,601,802,72,Planned Maintenance,0.85,0.7494,0.637
M06,2025-05-21,Night,480,408,660,880,72,Electrical Fault,0.85,0.75,0.6375
M07,2025-05-21,Day,480,447,788,1051,33,Mechanical Failure,0.9312,0.7498,0.6982
M07,2025-05-21,Night,480,411,641,855,69,Changeover,0.8562,0.7497,0.6419
M08,2025-05-21,Day,480,422,705,791,58,Operator Break,0.8792,0.8913,0.7836
M08,2025-05-21,Night,480,426,727,911,54,Changeover,0.8875,0.798,0.7082
M01,2025-05-22,Day,480,368,641,648,112,Mechanical Failure,0.7667,0.9892,0.7584
M01,2025-05-22,Night,480,376,752,858,104,Electrical Fault,0.7833,0.8765,0.6866
M02,2025-05-22,Day,480,438,684,844,42,Mechanical Failure,0.9125,0.8104,0.7395
M02,2025-05-22,Night,480,398,555,721,82,Changeover,0.8292,0.7698,0.6383
M03,2025-05-22,Day,480,366,631,674,114,Planned Maintenance,0.7625,0.9362,0.7139
M03,2025-05-22,Night,480,393,606,760,87,Quality Check Hold,0.8188,0.7974,0.6529
M04,2025-05-22,Day,480,419,698,907,61,None,0.8729,0.7696,0.6718
M04,2025-05-22,Night,480,378,688,872,102,Mechanical Failure,0.7875,0.789,0.6213
M05,2025-05-22,Day,480,457,893,1004,23,None,0.9521,0.8894,0.8468
M05,2025-05-22,Night,480,424,588,709,56,Mechanical Failure,0.8833,0.8293,0.7325
M06,2025-05-22,Day,480,405,678,905,75,Changeover,0.8438,0.7492,0.6322
M06,2025-05-22,Night,480,419,708,945,61,Planned Maintenance,0.8729,0.7492,0.654
M07,2025-05-22,Day,480,413,547,730,67,Changeover,0.8604,0.7493,0.6447
M07,2025-05-22,Night,480,379,599,799,101,Planned Maintenance,0.7896,0.7497,0.592
M08,2025-05-22,Day,480,441,777,956,39,None,0.9188,0.8128,0.7468
M08,2025-05-22,Night,480,345,611,646,135,Operator Break,0.7188,0.9458,0.6798
M01,2025-05-23,Day,480,401,710,743,79,Material Shortage,0.8354,0.9556,0.7983
M01,2025-05-23,Night,480,352,541,587,128,Mechanical Failure,0.7333,0.9216,0.6758
M02,2025-05-23,Day,480,447,850,969,33,Quality Check Hold,0.9312,0.8772,0.8168
M02,2025-05-23,Night,480,434,782,979,46,Changeover,0.9042,0.7988,0.7223
M03,2025-05-23,Day,480,392,585,678,88,Mechanical Failure,0.8167,0.8628,0.7046
M03,2025-05-23,Night,480,387,653,749,93,Planned Maintenance,0.8062,0.8718,0.7028
M04,2025-05-23,Day,480,340,594,600,140,Operator Break,0.7083,0.99,0.7012
M04,2025-05-23,Night,480,364,726,845,116,Changeover,0.7583,0.8592,0.6515
M05,2025-05-23,Day,480,366,772,780,114,Mechanical Failure,0.7625,0.9897,0.7546
M05,2025-05-23,Night,480,403,854,936,77,None,0.8396,0.9124,0.7661
M06,2025-05-23,Day,480,345,525,614,135,Electrical Fault,0.7188,0.855,0.6146
M06,2025-05-23,Night,480,366,544,726,114,Material Shortage,0.7625,0.7493,0.5713
M07,2025-05-23,Day,480,359,505,621,121,Changeover,0.7479,0.8132,0.6082
M07,2025-05-23,Night,480,435,595,794,45,Planned Maintenance,0.9062,0.7494,0.6791
M08,2025-05-23,Day,480,369,739,747,111,Operator Break,0.7688,0.9893,0.7606
M08,2025-05-23,Night,480,397,798,934,83,Planned Maintenance,0.8271,0.8544,0.7067
M01,2025-05-24,Day,480,465,828,919,15,Material Shortage,0.9688,0.901,0.8729
M01,2025-05-24,Night,480,380,638,702,100,Planned Maintenance,0.7917,0.9088,0.7195
M02,2025-05-24,Day,480,390,685,755,90,Electrical Fault,0.8125,0.9073,0.7372
M02,2025-05-24,Night,480,455,686,915,25,Mechanical Failure,0.9479,0.7497,0.7106
M03,2025-05-24,Day,480,363,666,673,117,Operator Break,0.7562,0.9896,0.7483
M03,2025-05-24,Night,480,343,641,697,137,Material Shortage,0.7146,0.9197,0.6572
M04,2025-05-24,Day,480,364,555,640,116,Changeover,0.7583,0.8672,0.6576
M04,2025-05-24,Night,480,343,618,695,137,Mechanical Failure,0.7146,0.8892,0.6354
M05,2025-05-24,Day,480,438,761,820,42,None,0.9125,0.928,0.8468
M05,2025-05-24,Night,480,389,622,727,91,Electrical Fault,0.8104,0.8556,0.6934
M06,2025-05-24,Day,480,361,743,806,119,Quality Check Hold,0.7521,0.9218,0.6933
M06,2025-05-24,Night,480,371,504,672,109,Material Shortage,0.7729,0.75,0.5797
M07,2025-05-24,Day,480,412,564,752,68,Planned Maintenance,0.8583,0.75,0.6437
M07,2025-05-24,Night,480,373,539,719,107,Quality Check Hold,0.7771,0.7497,0.5826
M08,2025-05-24,Day,480,363,666,673,117,Electrical Fault,0.7562,0.9896,0.7483
M08,2025-05-24,Night,480,418,686,840,62,Electrical Fault,0.8708,0.8167,0.7112
M01,2025-05-25,Day,480,435,792,928,45,Mechanical Failure,0.9062,0.8534,0.7734
M01,2025-05-25,Night,480,363,676,755,117,Electrical Fault,0.7562,0.8954,0.6771
M02,2025-05-25,Day,480,371,687,694,109,Electrical Fault,0.7729,0.9899,0.7651
M02,2025-05-25,Night,480,349,736,807,131,Quality Check Hold,0.7271,0.912,0.6631
M03,2025-05-25,Day,480,357,640,655,123,Quality Check Hold,0.7438,0.9771,0.7268
M03,2025-05-25,Night,480,407,710,947,73,None,0.8479,0.7497,0.6357
M04,2025-05-25,Night,480,387,672,845,93,Changeover,0.8062,0.7953,0.6412
M05,2025-05-25,Day,480,453,719,831,27,Planned Maintenance,0.9438,0.8652,0.8166
M05,2025-05-25,Night,480,447,863,1096,33,Material Shortage,0.9312,0.7874,0.7332
M06,2025-05-25,Day,480,373,655,798,107,Changeover,0.7771,0.8208,0.6378
M06,2025-05-25,Night,480,441,646,862,39,Changeover,0.9188,0.7494,0.6885
M07,2025-05-25,Day,480,353,592,700,127,Quality Check Hold,0.7354,0.8457,0.6219
M07,2025-05-25,Night,480,420,544,726,60,Changeover,0.875,0.7493,0.6556
M08,2025-05-25,Day,480,424,856,987,56,Mechanical Failure,0.8833,0.8673,0.7661
M08,2025-05-25,Night,480,401,806,905,79,Changeover,0.8354,0.8906,0.744
M01,2025-05-26,Day,480,470,818,1037,10,Mechanical Failure,0.9792,0.7888,0.7724
M01,2025-05-26,Night,480,469,779,1016,11,Mechanical Failure,0.9771,0.7667,0.7491
M02,2025-05-26,Day,480,397,936,946,83,Mechanical Failure,0.8271,0.9894,0.8183
M02,2025-05-26,Night,480,365,666,713,115,Mechanical Failure,0.7604,0.9341,0.7103
M03,2025-05-26,Day,480,435,599,764,45,Material Shortage,0.9062,0.784,0.7105
M03,2025-05-26,Night,480,438,682,910,42,Mechanical Failure,0.9125,0.7495,0.6839
M04,2025-05-26,Day,480,387,614,743,93,Planned Maintenance,0.8062,0.8264,0.6662
M04,2025-05-26,Night,480,352,651,765,128,Changeover,0.7333,0.851,0.624
M05,2025-05-26,Day,480,377,879,888,103,Operator Break,0.7854,0.9899,0.7775
M05,2025-05-26,Night,480,460,682,851,20,Planned Maintenance,0.9583,0.8014,0.768
M06,2025-05-26,Day,480,380,526,643,100,Operator Break,0.7917,0.818,0.6476
M06,2025-05-26,Night,480,433,591,789,47,Planned Maintenance,0.9021,0.749,0.6757
M07,2025-05-26,Day,480,378,598,785,102,Mechanical Failure,0.7875,0.7618,0.5999
M07,2025-05-26,Night,480,381,539,719,99,Mechanical Failure,0.7938,0.7497,0.5951
M08,2025-05-26,Day,480,377,736,744,103,Mechanical Failure,0.7854,0.9892,0.7769
M08,2025-05-26,Night,480,398,556,699,82,None,0.8292,0.7954,0.6595
M01,2025-05-27,Day,480,388,705,713,92,Changeover,0.8083,0.9888,0.7992
M01,2025-05-27,Night,480,348,655,662,132,Operator Break,0.725,0.9894,0.7173
M02,2025-05-27,Day,480,469,802,959,11,Material Shortage,0.9771,0.8363,0.8171
M02,2025-05-27,Night,480,393,767,900,87,Material Shortage,0.8188,0.8522,0.6978
M03,2025-05-27,Day,480,386,771,826,94,None,0.8042,0.9334,0.7506
M03,2025-05-27,Night,480,432,770,1027,48,Operator Break,0.9,0.7498,0.6748
M04,2025-05-27,Day,480,414,687,887,66,Changeover,0.8625,0.7745,0.668
M04,2025-05-27,Night,480,452,653,871,28,None,0.9417,0.7497,0.706
M05,2025-05-27,Day,480,406,771,791,74,Planned Maintenance,0.8458,0.9747,0.8244
M05,2025-05-27,Night,480,387,729,787,93,Planned Maintenance,0.8062,0.9263,0.7468
M06,2025-05-27,Day,480,406,614,788,74,Electrical Fault,0.8458,0.7792,0.659
M06,2025-05-27,Night,480,416,755,1007,64,Material Shortage,0.8667,0.7498,0.6499
M07,2025-05-27,Night,480,411,564,753,69,Planned Maintenance,0.8562,0.749,0.6413
M08,2025-05-27,Day,480,371,697,705,109,Changeover,0.7729,0.9887,0.7642
M08,2025-05-27,Night,480,359,656,709,121,Changeover,0.7479,0.9252,0.692
M01,2025-05-28,Day,480,416,673,706,64,Mechanical Failure,0.8667,0.9533,0.8262
M01,2025-05-28,Night,480,348,760,768,132,Changeover,0.725,0.9896,0.7175
M02,2025-05-28,Day,480,403,774,783,77,Electrical Fault,0.8396,0.9885,0.8299
M02,2025-05-28,Night,480,377,629,681,103,Electrical Fault,0.7854,0.9236,0.7254
M03,2025-05-28,Day,480,391,651,693,89,Mechanical Failure,0.8146,0.9394,0.7652
M03,2025-05-28,Night,480,435,735,964,45,Quality Check Hold,0.9062,0.7624,0.6909
M04,2025-05-28,Day,480,351,744,777,129,Operator Break,0.7312,0.9575,0.7001
M04,2025-05-28,Night,480,438,732,977,42,Planned Maintenance,0.9125,0.7492,0.6836
M05,2025-05-28,Day,480,372,680,687,108,Planned Maintenance,0.775,0.9898,0.7671
M05,2025-05-28,Night,480,404,709,840,76,Electrical Fault,0.8417,0.844,0.7104
M06,2025-05-28,Day,480,357,676,781,123,Mechanical Failure,0.7438,0.8656,0.6438
M06,2025-05-28,Night,480,384,695,921,96,Material Shortage,0.8,0.7546,0.6037
M07,2025-05-28,Day,480,359,620,785,121,Planned Maintenance,0.7479,0.7898,0.5907
M07,2025-05-28,Night,480,400,617,823,80,Planned Maintenance,0.8333,0.7497,0.6247
M08,2025-05-28,Day,480,430,980,1039,50,Mechanical Failure,0.8958,0.9432,0.8449
M08,2025-05-28,Night,480,359,652,695,121,Quality Check Hold,0.7479,0.9381,0.7016
M01,2025-05-29,Day,480,381,807,816,99,Changeover,0.7938,0.989,0.7851
M01,2025-05-29,Night,480,391,728,776,89,Material Shortage,0.8146,0.9381,0.7642
M02,2025-05-29,Day,480,453,838,1090,27,Mechanical Failure,0.9438,0.7688,0.7256
M02,2025-05-29,Night,480,381,736,843,99,None,0.7938,0.8731,0.6931
M03,2025-05-29,Day,480,426,746,825,54,Operator Break,0.8875,0.9042,0.8025
M03,2025-05-29,Night,480,450,705,941,30,Operator Break,0.9375,0.7492,0.7024
M04,2025-05-29,Day,480,451,764,1019,29,Planned Maintenance,0.9396,0.7498,0.7045
M04,2025-05-29,Night,480,431,582,776,49,Planned Maintenance,0.8979,0.75,0.6734
M05,2025-05-29,Day,480,463,884,1102,17,Material Shortage,0.9646,0.8022,0.7738
M05,2025-05-29,Night,480,467,675,859,13,Changeover,0.9729,0.7858,0.7645
M06,2025-05-29,Day,480,461,791,1055,19,Planned Maintenance,0.9604,0.7498,0.7201
M06,2025-05-29,Night,480,393,565,754,87,Changeover,0.8188,0.7493,0.6135
M07,2025-05-29,Day,480,339,534,638,141,Material Shortage,0.7062,0.837,0.5911
M07,2025-05-29,Night,480,467,720,960,13,Electrical Fault,0.9729,0.75,0.7297
M08,2025-05-29,Day,480,467,725,859,13,Planned Maintenance,0.9729,0.844,0.8211
M08,2025-05-29,Night,480,434,667,890,46,Mechanical Failure,0.9042,0.7494,0.6776
M01,2025-05-30,Day,480,373,689,696,107,Material Shortage,0.7771,0.9899,0.7693
M01,2025-05-30,Night,480,427,640,767,53,Planned Maintenance,0.8896,0.8344,0.7423
M02,2025-05-30,Day,480,465,915,1065,15,Changeover,0.9688,0.8592,0.8324
M02,2025-05-30,Night,480,443,671,849,37,Material Shortage,0.9229,0.7903,0.7294
M03,2025-05-30,Day,480,430,809,926,50,Planned Maintenance,0.8958,0.8737,0.7827
M03,2025-05-30,Night,480,406,700,915,74,Changeover,0.8458,0.765,0.647
M04,2025-05-30,Day,480,368,737,787,112,Material Shortage,0.7667,0.9365,0.718
M04,2025-05-30,Night,480,450,724,966,30,Planned Maintenance,0.9375,0.7495,0.7027
M05,2025-05-30,Day,480,446,1038,1105,34,Planned Maintenance,0.9292,0.9394,0.8729
M05,2025-05-30,Night,480,377,795,913,103,Electrical Fault,0.7854,0.8708,0.6839
M06,2025-05-30,Day,480,406,522,697,74,Planned Maintenance,0.8458,0.7489,0.6334
M06,2025-05-30,Night,480,437,662,883,43,Material Shortage,0.9104,0.7497,0.6825
M07,2025-05-30,Day,480,423,708,944,57,Changeover,0.8812,0.75,0.6609
M07,2025-05-30,Night,480,398,555,740,82,Material Shortage,0.8292,0.75,0.6219
M08,2025-05-30,Day,480,403,741,770,77,Mechanical Failure,0.8396,0.9623,0.8079
M08,2025-05-30,Night,480,337,651,665,143,Mechanical Failure,0.7021,0.9789,0.6873
M01,2025-05-31,Day,480,461,678,787,19,Changeover,0.9604,0.8615,0.8274
M01,2025-05-31,Night,480,460,594,792,20,Operator Break,0.9583,0.75,0.7187
M02,2025-05-31,Day,480,452,862,974,28,Planned Maintenance,0.9417,0.885,0.8334
M02,2025-05-31,Night,480,466,691,922,14,Material Shortage,0.9708,0.7495,0.7276
M03,2025-05-31,Day,480,451,714,952,29,Mechanical Failure,0.9396,0.75,0.7047
M03,2025-05-31,Night,480,390,686,871,90,Operator Break,0.8125,0.7876,0.6399
M04,2025-05-31,Day,480,457,820,1094,23,Planned Maintenance,0.9521,0.7495,0.7136
M04,2025-05-31,Night,480,433,717,957,47,Material Shortage,0.9021,0.7492,0.6759
M05,2025-05-31,Day,480,404,881,890,76,Mechanical Failure,0.8417,0.9899,0.8332
M05,2025-05-31,Night,480,385,810,850,95,Electrical Fault,0.8021,0.9529,0.7643
M06,2025-05-31,Day,480,458,699,932,22,Mechanical Failure,0.9542,0.75,0.7156
M06,2025-05-31,Night,480,435,674,899,45,None,0.9062,0.7497,0.6794
M07,2025-05-31,Day,480,350,642,746,130,Planned Maintenance,0.7292,0.8606,0.6275
M07,2025-05-31,Night,480,449,717,957,31,Planned Maintenance,0.9354,0.7492,0.7008
M08,2025-05-31,Day,480,410,739,790,70,Quality Check Hold,0.8542,0.9354,0.799
M08,2025-05-31,Night,480,413,792,924,67,Planned Maintenance,0.8604,0.8571,0.7374
M01,2025-06-01,Day,480,435,702,784,45,Electrical Fault,0.9062,0.8954,0.8114
M01,2025-06-01,Night,480,457,657,822,23,Quality Check Hold,0.9521,0.7993,0.761
M02,2025-06-01,Day,480,408,889,957,72,Electrical Fault,0.85,0.9289,0.7896
M02,2025-06-01,Night,480,438,555,740,42,None,0.9125,0.75,0.6844
M03,2025-06-01,Day,480,348,650,657,132,Planned Maintenance,0.725,0.9893,0.7172
M03,2025-06-01,Night,480,435,637,850,45,Mechanical Failure,0.9062,0.7494,0.6791
M04,2025-06-01,Day,480,393,603,663,87,None,0.8188,0.9095,0.7447
M04,2025-06-01,Night,480,460,747,997,20,Planned Maintenance,0.9583,0.7492,0.718
M05,2025-06-01,Day,480,463,799,936,17,Operator Break,0.9646,0.8536,0.8234
M05,2025-06-01,Night,480,446,652,870,34,Planned Maintenance,0.9292,0.7494,0.6963
M06,2025-06-01,Day,480,337,659,721,143,Material Shortage,0.7021,0.914,0.6417
M06,2025-06-01,Night,480,458,585,780,22,None,0.9542,0.75,0.7156
M07,2025-06-01,Day,480,409,540,720,71,Changeover,0.8521,0.75,0.6391
M07,2025-06-01,Night,480,448,717,957,32,Electrical Fault,0.9333,0.7492,0.6992
M08,2025-06-01,Day,480,455,809,920,25,None,0.9479,0.8793,0.8335
M08,2025-06-01,Night,480,422,626,819,58,Material Shortage,0.8792,0.7643,0.672
M01,2025-06-02,Day,480,408,804,813,72,Mechanical Failure,0.85,0.9889,0.8406
M01,2025-06-02,Night,480,455,747,996,25,Material Shortage,0.9479,0.75,0.7109
M02,2025-06-02,Day,480,354,624,631,126,Planned Maintenance,0.7375,0.9889,0.7293
M02,2025-06-02,Night,480,420,781,975,60,Planned Maintenance,0.875,0.801,0.7009
M03,2025-06-02,Day,480,393,644,658,87,Planned Maintenance,0.8188,0.9787,0.8014
M03,2025-06-02,Night,480,464,754,1006,16,Mechanical Failure,0.9667,0.7495,0.7245
M04,2025-06-02,Day,480,414,757,929,66,Changeover,0.8625,0.8149,0.7029
M04,2025-06-02,Night,480,378,685,860,102,Mechanical Failure,0.7875,0.7965,0.6272
M05,2025-06-02,Day,480,346,576,582,134,Mechanical Failure,0.7208,0.9897,0.7134
M05,2025-06-02,Night,480,382,756,788,98,Material Shortage,0.7958,0.9594,0.7635
M06,2025-06-02,Day,480,382,548,682,98,Material Shortage,0.7958,0.8035,0.6394
M06,2025-06-02,Night,480,337,577,674,143,Quality Check Hold,0.7021,0.8561,0.6011
M07,2025-06-02,Day,480,356,543,635,124,None,0.7417,0.8551,0.6342
M07,2025-06-02,Night,480,466,676,902,14,Operator Break,0.9708,0.7494,0.7275
M08,2025-06-02,Day,480,461,851,967,19,Electrical Fault,0.9604,0.88,0.8452
M08,2025-06-02,Night,480,359,614,689,121,Material Shortage,0.7479,0.8911,0.6665
M01,2025-06-03,Day,480,410,819,856,70,Material Shortage,0.8542,0.9568,0.8173
M01,2025-06-03,Night,480,408,650,751,72,Material Shortage,0.85,0.8655,0.7357
M02,2025-06-03,Day,480,396,790,845,84,Electrical Fault,0.825,0.9349,0.7713
M02,2025-06-03,Night,480,362,547,634,118,Changeover,0.7542,0.8628,0.6507
M03,2025-06-03,Day,480,461,723,896,19,Electrical Fault,0.9604,0.8069,0.7749
M03,2025-06-03,Night,480,383,593,698,97,Mechanical Failure,0.7979,0.8496,0.6779
M04,2025-06-03,Day,480,451,654,867,29,Changeover,0.9396,0.7543,0.7087
M04,2025-06-03,Night,480,390,548,718,90,None,0.8125,0.7632,0.6201
M05,2025-06-03,Day,480,390,745,769,90,Changeover,0.8125,0.9688,0.7872
M05,2025-06-03,Night,480,342,624,631,138,Quality Check Hold,0.7125,0.9889,0.7046
M06,2025-06-03,Day,480,365,555,631,115,Changeover,0.7604,0.8796,0.6688
M06,2025-06-03,Night,480,431,702,937,49,Changeover,0.8979,0.7492,0.6727
M07,2025-06-03,Day,480,347,663,743,133,Operator Break,0.7229,0.8923,0.645
M07,2025-06-03,Night,480,413,674,899,67,Planned Maintenance,0.8604,0.7497,0.645
M08,2025-06-03,Day,480,439,644,763,41,Changeover,0.9146,0.844,0.7719
M08,2025-06-03,Night,480,380,614,651,100,Mechanical Failure,0.7917,0.9432,0.7467
M01,2025-06-04,Day,480,397,682,689,83,Electrical Fault,0.8271,0.9898,0.8187
M01,2025-06-04,Night,480,451,738,938,29,Planned Maintenance,0.9396,0.7868,0.7393
M02,2025-06-04,Day,480,378,847,856,102,Mechanical Failure,0.7875,0.9895,0.7792
M02,2025-06-04,Night,480,373,801,861,107,Changeover,0.7771,0.9303,0.7229
M03,2025-06-04,Day,480,350,733,741,130,Electrical Fault,0.7292,0.9892,0.7213
M03,2025-06-04,Night,480,440,732,977,40,Mechanical Failure,0.9167,0.7492,0.6868
M04,2025-06-04,Day,480,423,751,888,57,Changeover,0.8812,0.8457,0.7452
M04,2025-06-04,Night,480,348,519,653,132,Changeover,0.725,0.7948,0.5762
M05,2025-06-04,Day,480,466,1010,1133,14,Changeover,0.9708,0.8914,0.8654
M05,2025-06-04,Night,480,364,682,746,116,Mechanical Failure,0.7583,0.9142,0.6932
M06,2025-06-04,Day,480,384,763,926,96,None,0.8,0.824,0.6592
M06,2025-06-04,Night,480,417,551,735,63,Electrical Fault,0.8688,0.7497,0.6513
M07,2025-06-04,Day,480,348,496,631,132,Mechanical Failure,0.725,0.7861,0.5699
M07,2025-06-04,Night,480,418,561,749,62,Changeover,0.8708,0.749,0.6522
M08,2025-06-04,Day,480,405,910,989,75,Electrical Fault,0.8438,0.9201,0.7764
M08,2025-06-04,Night,480,425,672,843,55,Mechanical Failure,0.8854,0.7972,0.7058
M01,2025-06-05,Day,480,368,718,726,112,Planned Maintenance,0.7667,0.989,0.7583
M01,2025-06-05,Night,480,350,711,764,130,Planned Maintenance,0.7292,0.9306,0.6786
M02,2025-06-05,Day,480,442,820,948,38,Planned Maintenance,0.9208,0.865,0.7965
M02,2025-06-05,Night,480,461,802,1070,19,None,0.9604,0.7495,0.7198
M03,2025-06-05,Day,480,363,757,765,117,Planned Maintenance,0.7562,0.9895,0.7483
M03,2025-06-05,Night,480,411,794,980,69,Electrical Fault,0.8562,0.8102,0.6937
M04,2025-06-05,Day,480,435,568,733,45,None,0.9062,0.7749,0.7022
M04,2025-06-05,Night,480,446,666,888,34,Mechanical Failure,0.9292,0.75,0.6969
M05,2025-06-05,Day,480,418,917,1013,62,Operator Break,0.8708,0.9052,0.7882
M05,2025-06-05,Night,480,438,728,953,42,Operator Break,0.9125,0.7639,0.6971
M06,2025-06-05,Day,480,449,621,828,31,Quality Check Hold,0.9354,0.75,0.7016
M06,2025-06-05,Night,480,379,621,828,101,Electrical Fault,0.7896,0.75,0.5922
M07,2025-06-05,Day,480,355,592,698,125,Electrical Fault,0.7396,0.8481,0.6273
M07,2025-06-05,Night,480,416,630,841,64,Mechanical Failure,0.8667,0.7491,0.6492
M08,2025-06-05,Day,480,470,687,889,10,Planned Maintenance,0.9792,0.7728,0.7567
M08,2025-06-05,Night,480,442,577,758,38,Operator Break,0.9208,0.7612,0.7009
M01,2025-06-06,Day,480,351,677,684,129,Planned Maintenance,0.7312,0.9898,0.7237
M01,2025-06-06,Night,480,464,744,993,16,Mechanical Failure,0.9667,0.7492,0.7243
M02,2025-06-06,Day,480,452,909,1078,28,Quality Check Hold,0.9417,0.8432,0.794
M02,2025-06-06,Night,480,366,803,844,114,Operator Break,0.7625,0.9514,0.7254
M03,2025-06-06,Day,480,434,771,987,46,Planned Maintenance,0.9042,0.7812,0.7064
M03,2025-06-06,Night,480,398,793,953,82,Operator Break,0.8292,0.8321,0.69
M04,2025-06-06,Day,480,363,594,689,117,Mechanical Failure,0.7562,0.8621,0.6519
M04,2025-06-06,Night,480,360,680,807,120,Changeover,0.75,0.8426,0.632
M05,2025-06-06,Day,480,407,633,692,73,Changeover,0.8479,0.9147,0.7756
M05,2025-06-06,Night,480,433,628,807,47,Changeover,0.9021,0.7782,0.702
M06,2025-06-06,Day,480,464,744,992,16,Material Shortage,0.9667,0.75,0.725
M06,2025-06-06,Night,480,427,706,942,53,Planned Maintenance,0.8896,0.7495,0.6668
M07,2025-06-06,Day,480,419,702,936,61,Operator Break,0.8729,0.75,0.6547
M07,2025-06-06,Night,480,384,703,938,96,Material Shortage,0.8,0.7495,0.5996
M08,2025-06-06,Day,480,385,892,924,95,Electrical Fault,0.8021,0.9654,0.7743
M08,2025-06-06,Night,480,340,662,669,140,Material Shortage,0.7083,0.9895,0.7009
M01,2025-06-07,Day,480,363,631,638,117,Quality Check Hold,0.7562,0.989,0.7479
M01,2025-06-07,Night,480,373,664,735,107,Changeover,0.7771,0.9034,0.702
M02,2025-06-07,Day,480,439,775,965,41,Planned Maintenance,0.9146,0.8031,0.7345
M02,2025-06-07,Night,480,414,593,732,66,Quality Check Hold,0.8625,0.8101,0.6987
M03,2025-06-07,Day,480,403,866,920,77,Operator Break,0.8396,0.9413,0.7903
M03,2025-06-07,Night,480,392,647,764,88,Changeover,0.8167,0.8469,0.6917
M04,2025-06-07,Day,480,344,616,623,136,Changeover,0.7167,0.9888,0.7087
M04,2025-06-07,Night,480,406,606,805,74,Mechanical Failure,0.8458,0.7528,0.6367
M05,2025-06-07,Day,480,453,679,799,27,Mechanical Failure,0.9438,0.8498,0.802
M05,2025-06-07,Night,480,406,652,712,74,Planned Maintenance,0.8458,0.9157,0.7745
M06,2025-06-07,Day,480,401,719,873,79,Quality Check Hold,0.8354,0.8236,0.688
M06,2025-06-07,Night,480,393,655,874,87,Operator Break,0.8188,0.7494,0.6136
M07,2025-06-07,Day,480,416,612,816,64,Planned Maintenance,0.8667,0.75,0.65
M07,2025-06-07,Night,480,381,477,637,99,Changeover,0.7938,0.7488,0.5944
M08,2025-06-07,Day,480,369,789,797,111,Mechanical Failure,0.7688,0.99,0.7611
M08,2025-06-07,Night,480,451,694,926,29,Changeover,0.9396,0.7495,0.7042
M01,2025-06-08,Day,480,368,671,678,112,Changeover,0.7667,0.9897,0.7588
M01,2025-06-08,Night,480,395,664,800,85,Mechanical Failure,0.8229,0.83,0.683
M02,2025-06-08,Day,480,453,806,919,27,Operator Break,0.9438,0.877,0.8277
M02,2025-06-08,Night,480,349,579,615,131,Quality Check Hold,0.7271,0.9415,0.6846
M03,2025-06-08,Day,480,441,731,949,39,Changeover,0.9188,0.7703,0.7078
M03,2025-06-08,Night,480,470,666,888,10,Planned Maintenance,0.9792,0.75,0.7344
M04,2025-06-08,Day,480,344,596,603,136,Mechanical Failure,0.7167,0.9884,0.7084
M04,2025-06-08,Night,480,348,573,685,132,Planned Maintenance,0.725,0.8365,0.6065
M05,2025-06-08,Day,480,392,699,730,88,Changeover,0.8167,0.9575,0.782
M05,2025-06-08,Night,480,340,728,736,140,Planned Maintenance,0.7083,0.9891,0.7006
M06,2025-06-08,Day,480,400,593,764,80,Quality Check Hold,0.8333,0.7762,0.6468
M06,2025-06-08,Night,480,399,597,796,81,Quality Check Hold,0.8312,0.75,0.6234
M07,2025-06-08,Day,480,448,737,983,32,Mechanical Failure,0.9333,0.7497,0.6997
M07,2025-06-08,Night,480,441,720,960,39,Planned Maintenance,0.9188,0.75,0.6891
M08,2025-06-08,Day,480,443,629,760,37,Material Shortage,0.9229,0.8276,0.7638
M08,2025-06-08,Night,480,438,660,865,42,Changeover,0.9125,0.763,0.6962
M01,2025-06-09,Day,480,359,795,804,121,Planned Maintenance,0.7479,0.9888,0.7395
M01,2025-06-09,Night,480,343,694,726,137,None,0.7146,0.9559,0.6831
M02,2025-06-09,Day,480,443,824,997,37,None,0.9229,0.8265,0.7628
M02,2025-06-09,Night,480,348,676,683,132,Changeover,0.725,0.9898,0.7176
M03,2025-06-09,Day,480,339,792,800,141,Changeover,0.7062,0.99,0.6991
M03,2025-06-09,Night,480,452,711,948,28,Planned Maintenance,0.9417,0.75,0.7063
M04,2025-06-09,Day,480,360,736,831,120,Planned Maintenance,0.75,0.8857,0.6643
M04,2025-06-09,Night,480,377,525,701,103,Electrical Fault,0.7854,0.7489,0.5882
